;x,y,wid,hgt,defaultcolor(0..15 that will be used as ink in empty chr$)
;6912: color 0 in bmp is for mask
;16c: color 16 in bmp is for mask
;formats:
;[b: b/w tiles: wid, hgt, data]
;B: colour tiles: wid, hgt, data
;s: b/w sprites: wid8, hgt, (antimask, antipixels, ...)
;[S: colour sprites: wid8, hgt, (antimask, antipixels, ...)]
;T: colour tilepic 28xN (size 0xN00 bytes)
;x: 16c sprite: wid/2,hgt,(column:and,or...),(0x4000-((hgt-1)*40))...,prsprqwid
;L: 16c 16x16 tiles (N of tiles in "defaultcolor"): N of tile for each square

land=L,0,0,256,576,384
    0,  2,  6,  9, 12, 15, 18, 21, 24, 27, 29, 38, 40, -1, -1, -1,
  383,  3, 61, 10, 13, 16, 19, 22, 25, 28, 30, 39, 41, -1, -1, -1,
    1,  4, 63, 11, 14, 17, 20, 23, 26, 52, 53, -1, -1, -1, -1, -1,
   80, 81, 82, 83, 85, 86, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   31, 32, 33, 34, 35, 87, 36, 79, 37, -1, -1, -1, -1, -1, -1, -1,
   56,113,118,123, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   57,114,119,124, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   58,115,120,125, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   59,116,121,126, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   60,117,122,127, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,
   89, 91, 93, 95, 97, 98, 99,101,103,105,107,109,111, -1, -1, -1,
   90, 92, 94, 96, 88,  5,100,102,104,106,108,110,112, -1, -1, -1
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1, -1, -1,  -1
