;x,y,wid,hgt,defaultcolor(0..15 that will be used as ink in empty chr$)
;6912: color 0 in bmp is for mask
;16c: color 16 in bmp is for mask
;formats:
;[b: b/w tiles: wid, hgt, data]
;B: colour tiles: wid, hgt, data
;s: b/w sprites: wid8, hgt, (antimask, antipixels, ...)
;[S: colour sprites: wid8, hgt, (antimask, antipixels, ...)]
;T: colour tilepic 28xN (size 0xN00 bytes)
;x: 16c sprite: wid/2,hgt,(column:and,or...),(0x4000-((hgt-1)*40))...,prsprqwid
;L: 16c 16x16 tiles (N of tiles in "defaultcolor"): N of tile for each square

land=L,0,0,256,576,384
   7,30,31,32,39,40,41,61, 3, 6, 9,10,11,26,54,27,
   8,33,34,35,42,43,44,62, 2, 4,12,13,14,52,56,53,
   0,36,37,38,45,46,47,63, 1, 5,15,16,383,28,55,29,
  19,20,21,64,65,66,67,71,72,73,74,57,59,-1,-1,-1,
  18,17,22,68,51,69,70,75,-1,76,77,58,60,-1,-1,-1,
  25,24,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
  48,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
  -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
  -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
  -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
   -1, -1, -1,114,116,119,121,124,126,-1,-1,-1,-1,-1,-1,-1,
  113,118,123,115,117,120,122,125,127,-1,-1,-1,-1,-1,-1,-1
193,194,195, 209,210,211, 233,234,235, 201,202,203, 375,376, 381,382,
192, 86,196, 208, 88,212, 232, 91,236, 200, 87,204, 374,110, 380,112,
199,198,197, 215,214,213, 239,238,237, 207,206,205,  -1, -1,  -1, -1,
241,242,243, 225,226,227, 217,218,219, 129,130,131, 361,362,363,  -1,
240, 92,244, 224, 90,228, 216, 89,220, 128, 78,132, 360,107,364,  -1,      
247,246,245, 231,230,229, 223,222,221, 135,134,133, 367,366,365,  -1,      
329,330,331, 353,354,355, 313,314,315, 305,306,307, 337,338,339,  -1,
328,103,332, 352,106,356, 312,101,316, 304,100,308, 336,104,340,  -1,
335,334,333, 359,358,357, 319,318,317, 311,310,309, 343,342,341,  -1,
345,346,347, 321,322,323, 249,250,251,  -1, -1, -1,  -1, -1, -1,  -1,
344,105,348, 320,102,324, 248, 93,252,  -1, -1, -1,  -1, -1, -1,  -1,
351,350,349, 327,326,325, 255,254,253,  -1, -1, -1,  -1, -1, -1,  -1,
 -1, -1, -1, 153,154,155, 177,178,179, 145,146,147, 372,373, 378,379,
 -1, -1, -1, 152, 81,156, 176, 84,180, 144, 80,148, 371,109, 377,111,
 -1, -1, -1, 159,158,157, 183,182,181, 151,150,149,  -1, -1,  -1, -1,
185,186,187, 169,170,171, 161,162,163,  -1, -1, -1,  -1, -1, -1,  -1, 
184, 85,188, 168, 83,172, 160, 82,164,  -1, -1, -1,  -1, -1, -1,  -1, 
191,190,189, 175,174,173, 167,166,165,  -1, -1, -1,  -1, -1, -1,  -1, 
273,274,275, 297,298,299, 257,258,259,  -1, -1, -1, 281,282,283,  -1,
272, 96,276, 296, 99,300, 256, 94,260,  -1, -1, -1, 280, 97,284,  -1,
279,278,277, 303,302,301, 263,262,261,  -1, -1, -1, 287,286,285,  -1,
289,290,291, 265,266,267,  -1, -1, -1, 137,138,139, 369,370, -1,  -1,
288, 98,292, 264, 95,268,  -1, -1, -1, 136, 79,140, 368,108, -1,  -1,
295,294,293, 271,270,269,  -1, -1, -1, 143,142,141,  -1, -1, -1,  -1
